DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
baclofen,sufentanil,Hypotension,10021097,Theoretical,1292,56795,Q413717,Q417915,Q275419,Q18603603
diazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,3322,56795,Q210402,Q417915,Q123562764,Q18603603
diazepam,sufentanil,Hypotension,10021097,Theoretical,3322,56795,Q210402,Q417915,Q275419,Q18603603
oxazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,7781,56795,Q412299,Q417915,Q123562764,Q18603603
oxazepam,sufentanil,Hypotension,10021097,Theoretical,7781,56795,Q412299,Q417915,Q275419,Q18603603
droperidol,sufentanil,Depressed level of consciousness,10012373,Theoretical,3648,56795,Q174259,Q417915,Q123562764,Q18603603
droperidol,sufentanil,Hypotension,10021097,Theoretical,3648,56795,Q174259,Q417915,Q275419,Q18603603
zolpidem,sufentanil,Depressed level of consciousness,10012373,Theoretical,39993,56795,Q218842,Q417915,Q123562764,Q18603603
zolpidem,sufentanil,Hypotension,10021097,Theoretical,39993,56795,Q218842,Q417915,Q275419,Q18603603
flurazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,4501,56795,Q418998,Q417915,Q123562764,Q18603603
flurazepam,sufentanil,Hypotension,10021097,Theoretical,4501,56795,Q418998,Q417915,Q275419,Q18603603
aripiprazole,sufentanil,Depressed level of consciousness,10012373,Theoretical,89013,56795,Q411188,Q417915,Q123562764,Q18603603
aripiprazole,sufentanil,Hypotension,10021097,Theoretical,89013,56795,Q411188,Q417915,Q275419,Q18603603
haloperidol,sufentanil,Depressed level of consciousness,10012373,Theoretical,5093,56795,Q251347,Q417915,Q123562764,Q18603603
haloperidol,sufentanil,Hypotension,10021097,Theoretical,5093,56795,Q251347,Q417915,Q275419,Q18603603
quetiapine,sufentanil,Depressed level of consciousness,10012373,Theoretical,51272,56795,Q408535,Q417915,Q123562764,Q18603603
quetiapine,sufentanil,Hypotension,10021097,Theoretical,51272,56795,Q408535,Q417915,Q275419,Q18603603
sodium oxybate,sufentanil,Depressed level of consciousness,10012373,Theoretical,9899,56795,Q7553347,Q417915,Q123562764,Q18603603
sodium oxybate,sufentanil,Hypotension,10021097,Theoretical,9899,56795,Q7553347,Q417915,Q275419,Q18603603
alprazolam,sufentanil,Depressed level of consciousness,10012373,Theoretical,596,56795,Q319877,Q417915,Q123562764,Q18603603
alprazolam,sufentanil,Hypotension,10021097,Theoretical,596,56795,Q319877,Q417915,Q275419,Q18603603
lorazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,6470,56795,Q408265,Q417915,Q123562764,Q18603603
lorazepam,sufentanil,Hypotension,10021097,Theoretical,6470,56795,Q408265,Q417915,Q275419,Q18603603
clonazepam,sufentanil,Depressed level of consciousness,10012373,Theoretical,2598,56795,Q407988,Q417915,Q123562764,Q18603603
clonazepam,sufentanil,Hypotension,10021097,Theoretical,2598,56795,Q407988,Q417915,Q275419,Q18603603
chlordiazepoxide,sufentanil,Depressed level of consciousness,10012373,Theoretical,2356,56795,Q178566,Q417915,Q123562764,Q18603603
chlordiazepoxide,sufentanil,Hypotension,10021097,Theoretical,2356,56795,Q178566,Q417915,Q275419,Q18603603
methotrimeprazine,lithium,Extrapyramidal disorder,10015832,Probable,6852,6448,Q417204,Q568,Q1385411,Q56644435
methotrimeprazine,lithium,Encephalopathy,10014625,Probable,6852,6448,Q417204,Q568,Q576349,Q56644435
methotrimeprazine,lithium,Dyskinesia,10013916,Probable,6852,6448,Q417204,Q568,Q629444,Q56644435
methotrimeprazine,lithium,Asthenia,10003549,Probable,6852,6448,Q417204,Q568,Q633403,Q56644435
methotrimeprazine,lithium,Brain injury,10067967,Probable,6852,6448,Q417204,Q568,Q3280669,Q56644435
zuclopenthixol,lithium,Extrapyramidal disorder,10015832,Probable,114176,6448,Q228143,Q568,Q1385411,Q56644435
zuclopenthixol,lithium,Encephalopathy,10014625,Probable,114176,6448,Q228143,Q568,Q576349,Q56644435
zuclopenthixol,lithium,Dyskinesia,10013916,Probable,114176,6448,Q228143,Q568,Q629444,Q56644435
zuclopenthixol,lithium,Asthenia,10003549,Probable,114176,6448,Q228143,Q568,Q633403,Q56644435
zuclopenthixol,lithium,Brain injury,10067967,Probable,114176,6448,Q228143,Q568,Q3280669,Q56644435
periciazine,lithium,Extrapyramidal disorder,10015832,Probable,8766,6448,Q2622907,Q568,Q1385411,Q56644435
periciazine,lithium,Encephalopathy,10014625,Probable,8766,6448,Q2622907,Q568,Q576349,Q56644435
periciazine,lithium,Dyskinesia,10013916,Probable,8766,6448,Q2622907,Q568,Q629444,Q56644435
periciazine,lithium,Asthenia,10003549,Probable,8766,6448,Q2622907,Q568,Q633403,Q56644435
periciazine,lithium,Brain injury,10067967,Probable,8766,6448,Q2622907,Q568,Q3280669,Q56644435
lithium,sulpiride,Extrapyramidal disorder,10015832,Probable,6448,10239,Q568,Q422418,Q1385411,Q56644435
lithium,sulpiride,Encephalopathy,10014625,Probable,6448,10239,Q568,Q422418,Q576349,Q56644435
lithium,sulpiride,Dyskinesia,10013916,Probable,6448,10239,Q568,Q422418,Q629444,Q56644435
lithium,sulpiride,Asthenia,10003549,Probable,6448,10239,Q568,Q422418,Q633403,Q56644435
lithium,sulpiride,Brain injury,10067967,Probable,6448,10239,Q568,Q422418,Q3280669,Q56644435
risperidone,lithium,Extrapyramidal disorder,10015832,Probable,35636,6448,Q412443,Q568,Q1385411,Q56644435
risperidone,lithium,Encephalopathy,10014625,Probable,35636,6448,Q412443,Q568,Q576349,Q56644435
risperidone,lithium,Dyskinesia,10013916,Probable,35636,6448,Q412443,Q568,Q629444,Q56644435
risperidone,lithium,Asthenia,10003549,Probable,35636,6448,Q412443,Q568,Q633403,Q56644435
risperidone,lithium,Brain injury,10067967,Probable,35636,6448,Q412443,Q568,Q3280669,Q56644435
droperidol,lithium,Extrapyramidal disorder,10015832,Probable,3648,6448,Q174259,Q568,Q1385411,Q56644435
droperidol,lithium,Encephalopathy,10014625,Probable,3648,6448,Q174259,Q568,Q576349,Q56644435
droperidol,lithium,Dyskinesia,10013916,Probable,3648,6448,Q174259,Q568,Q629444,Q56644435
droperidol,lithium,Asthenia,10003549,Probable,3648,6448,Q174259,Q568,Q633403,Q56644435
droperidol,lithium,Brain injury,10067967,Probable,3648,6448,Q174259,Q568,Q3280669,Q56644435
pimozide,lithium,Extrapyramidal disorder,10015832,Probable,8331,6448,Q144085,Q568,Q1385411,Q56644435
pimozide,lithium,Encephalopathy,10014625,Probable,8331,6448,Q144085,Q568,Q576349,Q56644435
pimozide,lithium,Dyskinesia,10013916,Probable,8331,6448,Q144085,Q568,Q629444,Q56644435
pimozide,lithium,Asthenia,10003549,Probable,8331,6448,Q144085,Q568,Q633403,Q56644435
pimozide,lithium,Brain injury,10067967,Probable,8331,6448,Q144085,Q568,Q3280669,Q56644435
fluphenazine,lithium,Extrapyramidal disorder,10015832,Probable,4496,6448,Q58376,Q568,Q1385411,Q56644435
fluphenazine,lithium,Encephalopathy,10014625,Probable,4496,6448,Q58376,Q568,Q576349,Q56644435
fluphenazine,lithium,Dyskinesia,10013916,Probable,4496,6448,Q58376,Q568,Q629444,Q56644435
fluphenazine,lithium,Asthenia,10003549,Probable,4496,6448,Q58376,Q568,Q633403,Q56644435
fluphenazine,lithium,Brain injury,10067967,Probable,4496,6448,Q58376,Q568,Q3280669,Q56644435
haloperidol,lithium,Extrapyramidal disorder,10015832,Probable,5093,6448,Q251347,Q568,Q1385411,Q56644435
haloperidol,lithium,Encephalopathy,10014625,Probable,5093,6448,Q251347,Q568,Q576349,Q56644435
haloperidol,lithium,Dyskinesia,10013916,Probable,5093,6448,Q251347,Q568,Q629444,Q56644435
haloperidol,lithium,Asthenia,10003549,Probable,5093,6448,Q251347,Q568,Q633403,Q56644435
haloperidol,lithium,Brain injury,10067967,Probable,5093,6448,Q251347,Q568,Q3280669,Q56644435
chlorpromazine,lithium,Extrapyramidal disorder,10015832,Probable,2403,6448,Q407972,Q568,Q1385411,Q56644435
chlorpromazine,lithium,Encephalopathy,10014625,Probable,2403,6448,Q407972,Q568,Q576349,Q56644435
chlorpromazine,lithium,Dyskinesia,10013916,Probable,2403,6448,Q407972,Q568,Q629444,Q56644435
chlorpromazine,lithium,Asthenia,10003549,Probable,2403,6448,Q407972,Q568,Q633403,Q56644435
chlorpromazine,lithium,Brain injury,10067967,Probable,2403,6448,Q407972,Q568,Q3280669,Q56644435
cyclosporine,grazoprevir,Alanine aminotransferase increased,10001551,Theoretical,3008,,Q367700,,Q123563804,Q18603603
moclobemide,vortioxetine,Hypertension,10020772,Theoretical,30121,1455099,Q421934,Q3563148,Q95566669,Q18603603
moclobemide,vortioxetine,Tachycardia,10043071,Theoretical,30121,1455099,Q421934,Q3563148,Q209583,Q18603603
moclobemide,vortioxetine,Mental status changes,10048294,Theoretical,30121,1455099,Q421934,Q3563148,Q123562799,Q18603603
moclobemide,vortioxetine,Hyperthermia,10020843,Theoretical,30121,1455099,Q421934,Q3563148,Q242165,Q18603603
moclobemide,vortioxetine,Myoclonus,10028622,Theoretical,30121,1455099,Q421934,Q3563148,Q3816650,Q18603603
rasagiline,vortioxetine,Hypertension,10020772,Theoretical,134748,1455099,Q420685,Q3563148,Q95566669,Q18603603
rasagiline,vortioxetine,Tachycardia,10043071,Theoretical,134748,1455099,Q420685,Q3563148,Q209583,Q18603603
rasagiline,vortioxetine,Mental status changes,10048294,Theoretical,134748,1455099,Q420685,Q3563148,Q123562799,Q18603603
rasagiline,vortioxetine,Hyperthermia,10020843,Theoretical,134748,1455099,Q420685,Q3563148,Q242165,Q18603603
rasagiline,vortioxetine,Myoclonus,10028622,Theoretical,134748,1455099,Q420685,Q3563148,Q3816650,Q18603603
rasagiline,paroxetine,Hypertension,10020772,Theoretical,134748,32937,Q420685,Q408471,Q95566669,Q18603603
rasagiline,paroxetine,Tachycardia,10043071,Theoretical,134748,32937,Q420685,Q408471,Q209583,Q18603603
rasagiline,paroxetine,Mental status changes,10048294,Theoretical,134748,32937,Q420685,Q408471,Q123562799,Q18603603
rasagiline,paroxetine,Hyperthermia,10020843,Theoretical,134748,32937,Q420685,Q408471,Q242165,Q18603603
rasagiline,paroxetine,Myoclonus,10028622,Theoretical,134748,32937,Q420685,Q408471,Q3816650,Q18603603
rasagiline,fluvoxamine,Hypertension,10020772,Theoretical,134748,42355,Q420685,Q409236,Q95566669,Q18603603
rasagiline,fluvoxamine,Tachycardia,10043071,Theoretical,134748,42355,Q420685,Q409236,Q209583,Q18603603
rasagiline,fluvoxamine,Mental status changes,10048294,Theoretical,134748,42355,Q420685,Q409236,Q123562799,Q18603603
rasagiline,fluvoxamine,Hyperthermia,10020843,Theoretical,134748,42355,Q420685,Q409236,Q242165,Q18603603
rasagiline,fluvoxamine,Myoclonus,10028622,Theoretical,134748,42355,Q420685,Q409236,Q3816650,Q18603603
rasagiline,fluoxetine,Hypertension,10020772,Theoretical,134748,4493,Q420685,Q422244,Q95566669,Q18603603
rasagiline,fluoxetine,Tachycardia,10043071,Theoretical,134748,4493,Q420685,Q422244,Q209583,Q18603603
rasagiline,fluoxetine,Mental status changes,10048294,Theoretical,134748,4493,Q420685,Q422244,Q123562799,Q18603603
rasagiline,fluoxetine,Hyperthermia,10020843,Theoretical,134748,4493,Q420685,Q422244,Q242165,Q18603603
rasagiline,fluoxetine,Myoclonus,10028622,Theoretical,134748,4493,Q420685,Q422244,Q3816650,Q18603603
rasagiline,citalopram,Hypertension,10020772,Theoretical,134748,2556,Q420685,Q409672,Q95566669,Q18603603
rasagiline,citalopram,Tachycardia,10043071,Theoretical,134748,2556,Q420685,Q409672,Q209583,Q18603603
rasagiline,citalopram,Mental status changes,10048294,Theoretical,134748,2556,Q420685,Q409672,Q123562799,Q18603603
rasagiline,citalopram,Hyperthermia,10020843,Theoretical,134748,2556,Q420685,Q409672,Q242165,Q18603603
rasagiline,citalopram,Myoclonus,10028622,Theoretical,134748,2556,Q420685,Q409672,Q3816650,Q18603603
escitalopram,linezolid,Hypertension,10020772,Established,,190376,,Q411377,Q95566669,Q123505415
escitalopram,linezolid,Tachycardia,10043071,Established,,190376,,Q411377,Q209583,Q123505415
escitalopram,linezolid,Mental status changes,10048294,Established,,190376,,Q411377,Q123562799,Q123505415
escitalopram,linezolid,Hyperthermia,10020843,Established,,190376,,Q411377,Q242165,Q123505415
escitalopram,linezolid,Myoclonus,10028622,Established,,190376,,Q411377,Q3816650,Q123505415
escitalopram,methylene blue,Hypertension,10020772,Theoretical,,6878,,,Q95566669,Q18603603
escitalopram,methylene blue,Tachycardia,10043071,Theoretical,,6878,,,Q209583,Q18603603
escitalopram,methylene blue,Mental status changes,10048294,Theoretical,,6878,,,Q123562799,Q18603603
escitalopram,methylene blue,Hyperthermia,10020843,Theoretical,,6878,,,Q242165,Q18603603
escitalopram,methylene blue,Myoclonus,10028622,Theoretical,,6878,,,Q3816650,Q18603603
paroxetine,linezolid,Hypertension,10020772,Probable,32937,190376,Q408471,Q411377,Q95566669,Q56644435
paroxetine,linezolid,Tachycardia,10043071,Probable,32937,190376,Q408471,Q411377,Q209583,Q56644435
paroxetine,linezolid,Mental status changes,10048294,Probable,32937,190376,Q408471,Q411377,Q123562799,Q56644435
paroxetine,linezolid,Hyperthermia,10020843,Probable,32937,190376,Q408471,Q411377,Q242165,Q56644435
paroxetine,linezolid,Myoclonus,10028622,Probable,32937,190376,Q408471,Q411377,Q3816650,Q56644435
paroxetine,moclobemide,Hypertension,10020772,Theoretical,32937,30121,Q408471,Q421934,Q95566669,Q18603603
paroxetine,moclobemide,Tachycardia,10043071,Theoretical,32937,30121,Q408471,Q421934,Q209583,Q18603603
paroxetine,moclobemide,Mental status changes,10048294,Theoretical,32937,30121,Q408471,Q421934,Q123562799,Q18603603
paroxetine,moclobemide,Hyperthermia,10020843,Theoretical,32937,30121,Q408471,Q421934,Q242165,Q18603603
paroxetine,moclobemide,Myoclonus,10028622,Theoretical,32937,30121,Q408471,Q421934,Q3816650,Q18603603
paroxetine,phenelzine,Hypertension,10020772,Theoretical,32937,8123,Q408471,Q1747559,Q95566669,Q18603603
paroxetine,phenelzine,Tachycardia,10043071,Theoretical,32937,8123,Q408471,Q1747559,Q209583,Q18603603
paroxetine,phenelzine,Mental status changes,10048294,Theoretical,32937,8123,Q408471,Q1747559,Q123562799,Q18603603
paroxetine,phenelzine,Hyperthermia,10020843,Theoretical,32937,8123,Q408471,Q1747559,Q242165,Q18603603
paroxetine,phenelzine,Myoclonus,10028622,Theoretical,32937,8123,Q408471,Q1747559,Q3816650,Q18603603
paroxetine,selegiline,Hypertension,10020772,Theoretical,32937,9639,Q408471,Q47495783,Q95566669,Q18603603
paroxetine,selegiline,Tachycardia,10043071,Theoretical,32937,9639,Q408471,Q47495783,Q209583,Q18603603
paroxetine,selegiline,Mental status changes,10048294,Theoretical,32937,9639,Q408471,Q47495783,Q123562799,Q18603603
paroxetine,selegiline,Hyperthermia,10020843,Theoretical,32937,9639,Q408471,Q47495783,Q242165,Q18603603
paroxetine,selegiline,Myoclonus,10028622,Theoretical,32937,9639,Q408471,Q47495783,Q3816650,Q18603603
paroxetine,methylene blue,Hypertension,10020772,Theoretical,32937,6878,Q408471,,Q95566669,Q18603603
paroxetine,methylene blue,Tachycardia,10043071,Theoretical,32937,6878,Q408471,,Q209583,Q18603603
paroxetine,methylene blue,Mental status changes,10048294,Theoretical,32937,6878,Q408471,,Q123562799,Q18603603
paroxetine,methylene blue,Hyperthermia,10020843,Theoretical,32937,6878,Q408471,,Q242165,Q18603603
paroxetine,methylene blue,Myoclonus,10028622,Theoretical,32937,6878,Q408471,,Q3816650,Q18603603
phenelzine,vortioxetine,Hypertension,10020772,Theoretical,8123,1455099,Q1747559,Q3563148,Q95566669,Q18603603
phenelzine,vortioxetine,Tachycardia,10043071,Theoretical,8123,1455099,Q1747559,Q3563148,Q209583,Q18603603
phenelzine,vortioxetine,Mental status changes,10048294,Theoretical,8123,1455099,Q1747559,Q3563148,Q123562799,Q18603603
phenelzine,vortioxetine,Hyperthermia,10020843,Theoretical,8123,1455099,Q1747559,Q3563148,Q242165,Q18603603
phenelzine,vortioxetine,Myoclonus,10028622,Theoretical,8123,1455099,Q1747559,Q3563148,Q3816650,Q18603603
phenelzine,fluvoxamine,Hypertension,10020772,Theoretical,8123,42355,Q1747559,Q409236,Q95566669,Q18603603
phenelzine,fluvoxamine,Tachycardia,10043071,Theoretical,8123,42355,Q1747559,Q409236,Q209583,Q18603603
phenelzine,fluvoxamine,Mental status changes,10048294,Theoretical,8123,42355,Q1747559,Q409236,Q123562799,Q18603603
phenelzine,fluvoxamine,Hyperthermia,10020843,Theoretical,8123,42355,Q1747559,Q409236,Q242165,Q18603603
phenelzine,fluvoxamine,Myoclonus,10028622,Theoretical,8123,42355,Q1747559,Q409236,Q3816650,Q18603603
phenelzine,fluoxetine,Hypertension,10020772,Theoretical,8123,4493,Q1747559,Q422244,Q95566669,Q18603603
phenelzine,fluoxetine,Tachycardia,10043071,Theoretical,8123,4493,Q1747559,Q422244,Q209583,Q18603603
phenelzine,fluoxetine,Mental status changes,10048294,Theoretical,8123,4493,Q1747559,Q422244,Q123562799,Q18603603
phenelzine,fluoxetine,Hyperthermia,10020843,Theoretical,8123,4493,Q1747559,Q422244,Q242165,Q18603603
phenelzine,fluoxetine,Myoclonus,10028622,Theoretical,8123,4493,Q1747559,Q422244,Q3816650,Q18603603
phenelzine,citalopram,Hypertension,10020772,Theoretical,8123,2556,Q1747559,Q409672,Q95566669,Q18603603
phenelzine,citalopram,Tachycardia,10043071,Theoretical,8123,2556,Q1747559,Q409672,Q209583,Q18603603
phenelzine,citalopram,Mental status changes,10048294,Theoretical,8123,2556,Q1747559,Q409672,Q123562799,Q18603603
phenelzine,citalopram,Hyperthermia,10020843,Theoretical,8123,2556,Q1747559,Q409672,Q242165,Q18603603
phenelzine,citalopram,Myoclonus,10028622,Theoretical,8123,2556,Q1747559,Q409672,Q3816650,Q18603603
sertraline,linezolid,Hypertension,10020772,Probable,36437,190376,Q407617,Q411377,Q95566669,Q56644435
sertraline,linezolid,Tachycardia,10043071,Probable,36437,190376,Q407617,Q411377,Q209583,Q56644435
sertraline,linezolid,Mental status changes,10048294,Probable,36437,190376,Q407617,Q411377,Q123562799,Q56644435
sertraline,linezolid,Hyperthermia,10020843,Probable,36437,190376,Q407617,Q411377,Q242165,Q56644435
sertraline,linezolid,Myoclonus,10028622,Probable,36437,190376,Q407617,Q411377,Q3816650,Q56644435
sertraline,methylene blue,Hypertension,10020772,Theoretical,36437,6878,Q407617,,Q95566669,Q18603603
sertraline,methylene blue,Tachycardia,10043071,Theoretical,36437,6878,Q407617,,Q209583,Q18603603
sertraline,methylene blue,Mental status changes,10048294,Theoretical,36437,6878,Q407617,,Q123562799,Q18603603
sertraline,methylene blue,Hyperthermia,10020843,Theoretical,36437,6878,Q407617,,Q242165,Q18603603
sertraline,methylene blue,Myoclonus,10028622,Theoretical,36437,6878,Q407617,,Q3816650,Q18603603
fluvoxamine,linezolid,Hypertension,10020772,Theoretical,42355,190376,Q409236,Q411377,Q95566669,Q18603603
fluvoxamine,linezolid,Tachycardia,10043071,Theoretical,42355,190376,Q409236,Q411377,Q209583,Q18603603
fluvoxamine,linezolid,Mental status changes,10048294,Theoretical,42355,190376,Q409236,Q411377,Q123562799,Q18603603
fluvoxamine,linezolid,Hyperthermia,10020843,Theoretical,42355,190376,Q409236,Q411377,Q242165,Q18603603
fluvoxamine,linezolid,Myoclonus,10028622,Theoretical,42355,190376,Q409236,Q411377,Q3816650,Q18603603
fluvoxamine,moclobemide,Hypertension,10020772,Theoretical,42355,30121,Q409236,Q421934,Q95566669,Q18603603
fluvoxamine,moclobemide,Tachycardia,10043071,Theoretical,42355,30121,Q409236,Q421934,Q209583,Q18603603
fluvoxamine,moclobemide,Mental status changes,10048294,Theoretical,42355,30121,Q409236,Q421934,Q123562799,Q18603603
